Func,runtime
insertPoints , 1.66586
findPoints , 0.07161
insertPoints , 1.63257
findPoints , 0.07448
insertPoints , 1.77401
findPoints , 0.06279
insertPoints , 1.78365
findPoints , 0.0647
insertPoints , 1.61539
findPoints , 0.06608
insertPoints , 1.66507
findPoints , 0.05968
insertPoints , 1.49984
findPoints , 0.05512
insertPoints , 1.46567
findPoints , 0.05529
insertPoints , 1.45032
findPoints , 0.05674
insertPoints , 1.45246
findPoints , 0.05782
insertPoints , 1.4332
findPoints , 0.05617
insertPoints , 1.33199
findPoints , 0.05519
insertPoints , 1.5199
findPoints , 0.05694
insertPoints , 1.43214
findPoints , 0.0552
insertPoints , 1.42876
findPoints , 0.05512
insertPoints , 1.36241
findPoints , 0.06953
insertPoints , 1.40173
findPoints , 0.05428
insertPoints , 1.40788
findPoints , 0.05669
insertPoints , 1.40452
findPoints , 0.05475
insertPoints , 1.50644
findPoints , 0.05525
insertPoints , 1.39951
findPoints , 0.05646
insertPoints , 1.55856
findPoints , 0.06059
insertPoints , 1.57184
findPoints , 0.0685
insertPoints , 1.65427
findPoints , 0.0579
insertPoints , 1.44689
findPoints , 0.05598
insertPoints , 1.45303
findPoints , 0.05829
insertPoints , 1.48279
findPoints , 0.05527
insertPoints , 1.58471
findPoints , 0.06578
insertPoints , 1.56686
findPoints , 0.0567
insertPoints , 1.48682
findPoints , 0.05848
insertPoints , 1.36759
findPoints , 0.07149
insertPoints , 1.50496
findPoints , 0.05596
insertPoints , 1.54477
findPoints , 0.06009
insertPoints , 1.51092
findPoints , 0.06554
insertPoints , 1.44199
findPoints , 0.05693
insertPoints , 1.34117
findPoints , 0.05461
insertPoints , 1.40885
findPoints , 0.05538
insertPoints , 1.41346
findPoints , 0.05619
insertPoints , 1.43869
findPoints , 0.05563
insertPoints , 1.41948
findPoints , 0.06089
insertPoints , 1.44914
findPoints , 0.05618
insertPoints , 1.42539
findPoints , 0.05609
insertPoints , 1.4844
findPoints , 0.05348
insertPoints , 1.44473
findPoints , 0.06461
insertPoints , 1.45595
findPoints , 0.06044
insertPoints , 1.48109
findPoints , 0.05839
insertPoints , 1.49393
findPoints , 0.05838
insertPoints , 1.43706
findPoints , 0.05591
insertPoints , 1.47051
findPoints , 0.05884
insertPoints , 1.40029
findPoints , 0.05656
insertPoints , 1.47102
findPoints , 0.05744
insertPoints , 1.40569
findPoints , 0.06467
insertPoints , 1.48965
findPoints , 0.05573
insertPoints , 1.47685
findPoints , 0.05911
insertPoints , 1.4346
findPoints , 0.05538
insertPoints , 1.42402
findPoints , 0.05376
insertPoints , 1.36686
findPoints , 0.05557
insertPoints , 1.43575
findPoints , 0.05615
insertPoints , 1.51465
findPoints , 0.05647
insertPoints , 1.39824
findPoints , 0.05635
insertPoints , 1.44357
findPoints , 0.05732
insertPoints , 1.41157
findPoints , 0.05457
insertPoints , 1.39812
findPoints , 0.05526
insertPoints , 1.32254
findPoints , 0.05872
insertPoints , 1.39431
findPoints , 0.05438
insertPoints , 1.43301
findPoints , 0.05665
insertPoints , 1.44115
findPoints , 0.05715
insertPoints , 1.43959
findPoints , 0.06436
insertPoints , 1.55004
findPoints , 0.05725
insertPoints , 1.40571
findPoints , 0.05535
insertPoints , 1.43113
findPoints , 0.05724
insertPoints , 1.34881
findPoints , 0.05552
insertPoints , 1.45043
findPoints , 0.05542
insertPoints , 1.41836
findPoints , 0.05847
insertPoints , 1.42013
findPoints , 0.05635
insertPoints , 1.41533
findPoints , 0.05535
insertPoints , 1.38511
findPoints , 0.0536
insertPoints , 1.40923
findPoints , 0.05961
insertPoints , 1.53465
findPoints , 0.06862
insertPoints , 1.5614
findPoints , 0.05551
insertPoints , 1.44331
findPoints , 0.05889
insertPoints , 1.36043
findPoints , 0.05364
insertPoints , 1.38175
findPoints , 0.05646
insertPoints , 1.42872
findPoints , 0.05681
insertPoints , 1.35712
findPoints , 0.05539
insertPoints , 1.5127
findPoints , 0.0566
insertPoints , 1.36757
findPoints , 0.05537
insertPoints , 1.38453
findPoints , 0.0561
insertPoints , 1.40848
findPoints , 0.05578
insertPoints , 1.41115
findPoints , 0.05733
insertPoints , 1.34457
findPoints , 0.0583
insertPoints , 1.36021
findPoints , 0.05889
insertPoints , 1.4839
findPoints , 0.05828
insertPoints , 1.44324
findPoints , 0.05933
insertPoints , 1.3791
findPoints , 1.00595
insertPoints , 1.68744
findPoints , 0.05504
insertPoints , 1.42293
findPoints , 0.06364
insertPoints , 1.50707
findPoints , 0.05738
insertPoints , 1.57834
findPoints , 0.05844
insertPoints , 1.48552
findPoints , 0.05826
insertPoints , 1.45883
findPoints , 0.05497
insertPoints , 1.39301
findPoints , 0.05627
insertPoints , 1.36257
findPoints , 0.05605
insertPoints , 1.42336
findPoints , 0.05514
insertPoints , 1.4436
findPoints , 0.07824
insertPoints , 1.57614
findPoints , 0.06667
insertPoints , 1.45801
findPoints , 0.0579
insertPoints , 1.38083
findPoints , 0.0552
insertPoints , 1.43546
findPoints , 0.05661
insertPoints , 1.44228
findPoints , 0.06279
insertPoints , 1.48374
findPoints , 0.05587
insertPoints , 1.40342
findPoints , 0.05605
insertPoints , 1.472
findPoints , 0.05729
insertPoints , 1.41963
findPoints , 0.05506
insertPoints , 1.41034
findPoints , 0.05524
insertPoints , 1.41405
findPoints , 0.05548
insertPoints , 1.43971
findPoints , 0.06219
insertPoints , 1.46601
findPoints , 0.05741
insertPoints , 1.45436
findPoints , 0.06937
insertPoints , 1.47702
findPoints , 0.05861
insertPoints , 1.4534
findPoints , 0.05508
insertPoints , 1.38589
findPoints , 0.0567
insertPoints , 1.60482
findPoints , 0.06447
insertPoints , 1.38263
findPoints , 0.05691
insertPoints , 1.39394
findPoints , 0.05882
insertPoints , 1.57929
findPoints , 0.06631
insertPoints , 1.49845
findPoints , 0.05585
insertPoints , 1.41553
findPoints , 0.05507
insertPoints , 1.42338
findPoints , 0.06864
insertPoints , 1.5018
findPoints , 0.06476
insertPoints , 1.47058
findPoints , 0.0587
insertPoints , 1.3996
findPoints , 0.05534
insertPoints , 1.47555
findPoints , 0.06134
insertPoints , 1.54491
findPoints , 0.05632
insertPoints , 1.39781
findPoints , 0.05521
insertPoints , 1.47845
findPoints , 0.06654
insertPoints , 1.55621
findPoints , 0.05987
insertPoints , 1.44304
findPoints , 0.05546
insertPoints , 1.39449
findPoints , 0.06331
insertPoints , 1.38337
findPoints , 0.05986
insertPoints , 1.41007
findPoints , 0.05531
insertPoints , 1.36753
findPoints , 0.05478
insertPoints , 1.31442
findPoints , 0.0723
insertPoints , 1.46013
findPoints , 0.05916
insertPoints , 1.48223
findPoints , 0.0591
insertPoints , 1.42275
findPoints , 0.05675
insertPoints , 1.43142
findPoints , 0.05565
insertPoints , 1.39983
findPoints , 0.05631
insertPoints , 1.44807
findPoints , 0.05989
insertPoints , 1.46859
findPoints , 0.05511
insertPoints , 1.49162
findPoints , 0.06059
insertPoints , 1.43843
findPoints , 0.05771
insertPoints , 1.41486
findPoints , 0.05579
insertPoints , 1.30816
findPoints , 0.0549
insertPoints , 1.35657
findPoints , 0.05633
insertPoints , 1.31778
findPoints , 0.06001
insertPoints , 1.37912
findPoints , 0.06962
insertPoints , 1.48855
findPoints , 0.0586
insertPoints , 1.37569
findPoints , 0.05526
insertPoints , 1.39525
findPoints , 0.05597
insertPoints , 1.52137
findPoints , 0.05516
insertPoints , 1.40477
findPoints , 0.05581
insertPoints , 1.43074
findPoints , 0.06037
insertPoints , 1.47965
findPoints , 0.05918
insertPoints , 1.45648
findPoints , 0.06934
insertPoints , 1.46487
findPoints , 0.06484
insertPoints , 1.39645
findPoints , 0.05629
insertPoints , 1.39834
findPoints , 0.05523
insertPoints , 1.44373
findPoints , 0.05712
insertPoints , 1.34169
findPoints , 0.0556
insertPoints , 1.37253
findPoints , 0.06689
insertPoints , 1.3626
findPoints , 0.05606
insertPoints , 1.3987
findPoints , 0.06541
insertPoints , 1.54204
findPoints , 0.05778
insertPoints , 1.53081
findPoints , 0.06088
insertPoints , 1.56117
findPoints , 0.07434
insertPoints , 1.57883
findPoints , 0.06692
insertPoints , 1.61849
findPoints , 0.07176
insertPoints , 1.86605
findPoints , 0.06471
insertPoints , 1.77254
findPoints , 0.0716
insertPoints , 1.69158
findPoints , 0.06128
insertPoints , 1.47429
findPoints , 0.05927
insertPoints , 1.48673
findPoints , 0.05775
insertPoints , 1.44197
findPoints , 0.06158
insertPoints , 1.40883
findPoints , 0.05799
insertPoints , 1.49272
findPoints , 0.07213
insertPoints , 1.52412
findPoints , 0.06407
insertPoints , 1.5211
findPoints , 0.06002
insertPoints , 1.43184
findPoints , 0.05552
insertPoints , 1.3928
findPoints , 0.05617
insertPoints , 1.46871
findPoints , 0.05866
insertPoints , 1.40653
findPoints , 0.05522
insertPoints , 1.41708
findPoints , 0.05745
insertPoints , 1.44359
findPoints , 0.05991
insertPoints , 1.6095
findPoints , 0.08246
insertPoints , 1.64717
findPoints , 0.06063
insertPoints , 1.49843
findPoints , 0.05948
insertPoints , 1.79395
findPoints , 0.06441
insertPoints , 2.34082
findPoints , 0.08412
insertPoints , 3.2039
findPoints , 0.06636
insertPoints , 1.56394
findPoints , 0.08396
insertPoints , 1.87994
findPoints , 0.0729
insertPoints , 1.45308
findPoints , 0.06196
insertPoints , 1.55859
findPoints , 0.05571
insertPoints , 1.40212
findPoints , 0.05515
insertPoints , 1.57031
findPoints , 0.06436
insertPoints , 1.56255
findPoints , 0.09729
insertPoints , 1.68707
findPoints , 0.05931
insertPoints , 1.5118
findPoints , 0.06483
insertPoints , 1.6111
findPoints , 0.06818
insertPoints , 2.24036
findPoints , 0.0856
insertPoints , 1.98835
findPoints , 0.06733
insertPoints , 1.67256
findPoints , 0.07046
insertPoints , 1.6216
findPoints , 0.07061
insertPoints , 1.83222
findPoints , 0.06766
insertPoints , 1.6149
findPoints , 0.06813
insertPoints , 1.72592
findPoints , 0.0695
insertPoints , 1.7421
findPoints , 0.06119
insertPoints , 2.04441
findPoints , 0.07375
insertPoints , 2.01256
findPoints , 0.07502
insertPoints , 1.83682
findPoints , 0.07728
insertPoints , 1.89935
findPoints , 0.11184
insertPoints , 2.60007
findPoints , 0.10606
insertPoints , 2.71319
findPoints , 0.08702
insertPoints , 1.95811
findPoints , 0.06662
insertPoints , 2.02339
findPoints , 0.10949
insertPoints , 1.73053
findPoints , 0.06688
insertPoints , 1.90043
findPoints , 0.10826
insertPoints , 2.58375
findPoints , 0.08037
insertPoints , 2.33935
findPoints , 0.11114
insertPoints , 2.1515
findPoints , 0.06505
insertPoints , 1.78479
findPoints , 0.06535
insertPoints , 1.6101
findPoints , 0.06277
insertPoints , 1.69673
findPoints , 0.06465
insertPoints , 1.72977
findPoints , 0.06582
insertPoints , 1.73286
findPoints , 0.06418
insertPoints , 1.66068
findPoints , 0.06413
insertPoints , 1.62063
findPoints , 0.06521
insertPoints , 1.91797
findPoints , 0.06394
insertPoints , 2.05013
findPoints , 0.15345
insertPoints , 4.50227
findPoints , 0.13277
insertPoints , 2.19176
findPoints , 0.10552
insertPoints , 3.15462
findPoints , 0.17756
insertPoints , 3.1754
findPoints , 0.07314
insertPoints , 2.37133
findPoints , 0.10367
insertPoints , 2.01083
findPoints , 0.06381
insertPoints , 1.64769
findPoints , 0.07223
insertPoints , 1.61326
findPoints , 0.06898
insertPoints , 1.64819
findPoints , 0.06593
insertPoints , 1.7053
findPoints , 0.07234
insertPoints , 1.64488
findPoints , 0.06427
insertPoints , 1.63118
findPoints , 0.06685
insertPoints , 1.54566
findPoints , 0.06353
insertPoints , 1.57323
findPoints , 0.0613
insertPoints , 1.58967
findPoints , 0.05992
insertPoints , 1.5932
findPoints , 0.06129
insertPoints , 1.60244
findPoints , 0.06056
insertPoints , 1.5643
findPoints , 0.06129
insertPoints , 1.53279
findPoints , 0.06489
insertPoints , 1.57069
findPoints , 0.06554
insertPoints , 1.6155
findPoints , 0.06123
insertPoints , 1.59488
findPoints , 0.06159
insertPoints , 1.62515
findPoints , 0.06417
insertPoints , 1.58024
findPoints , 0.06358
insertPoints , 1.59106
findPoints , 0.06556
insertPoints , 1.66066
findPoints , 0.06388
insertPoints , 1.60056
findPoints , 0.06295
insertPoints , 1.52452
findPoints , 0.06896
insertPoints , 1.67889
findPoints , 0.0754
insertPoints , 1.62171
findPoints , 0.0639
insertPoints , 1.53798
findPoints , 0.06681
insertPoints , 1.70448
findPoints , 0.06287
insertPoints , 1.55796
findPoints , 0.06101
insertPoints , 1.73146
findPoints , 0.06776
insertPoints , 1.61041
findPoints , 0.06763
insertPoints , 1.70483
findPoints , 0.0632
insertPoints , 1.59896
findPoints , 0.06314
insertPoints , 1.58685
findPoints , 0.06256
insertPoints , 1.57949
findPoints , 0.06087
insertPoints , 1.57684
findPoints , 0.06399
insertPoints , 1.50579
findPoints , 0.07621
insertPoints , 1.62768
findPoints , 0.06444
insertPoints , 1.60309
findPoints , 0.06333
insertPoints , 1.63394
findPoints , 0.06148
insertPoints , 1.49495
findPoints , 0.06516
insertPoints , 1.64806
findPoints , 0.06293
insertPoints , 1.5583
findPoints , 0.06257
insertPoints , 1.5995
findPoints , 0.06277
insertPoints , 1.52417
findPoints , 0.06779
insertPoints , 1.62386
findPoints , 0.06216
insertPoints , 1.5923
findPoints , 0.06232
insertPoints , 1.50256
findPoints , 0.07143
insertPoints , 1.68912
findPoints , 0.06316
insertPoints , 1.66003
findPoints , 0.06655
insertPoints , 1.60049
findPoints , 0.06926
insertPoints , 1.60103
findPoints , 0.06807
insertPoints , 1.54797
findPoints , 0.07013
insertPoints , 1.55044
findPoints , 0.06233
insertPoints , 1.66336
findPoints , 0.06969
insertPoints , 1.71331
findPoints , 0.06594
insertPoints , 1.59865
findPoints , 0.06516
insertPoints , 1.54636
findPoints , 0.06392
insertPoints , 1.57035
findPoints , 0.0639
insertPoints , 1.6115
findPoints , 0.06525
insertPoints , 1.61123
findPoints , 0.06341
insertPoints , 1.57337
findPoints , 0.06402
insertPoints , 1.68932
findPoints , 0.06496
insertPoints , 1.65997
findPoints , 0.0635
insertPoints , 1.5613
findPoints , 0.06536
insertPoints , 1.51981
findPoints , 0.06328
insertPoints , 1.58814
findPoints , 0.06867
insertPoints , 1.66625
findPoints , 0.06424
insertPoints , 1.68484
findPoints , 0.06573
insertPoints , 1.5709
findPoints , 0.06592
insertPoints , 3.02473
findPoints , 0.14815
insertPoints , 3.4469
findPoints , 0.12909
insertPoints , 1.89905
findPoints , 0.07289
insertPoints , 3.5148
findPoints , 0.06817
insertPoints , 1.60352
findPoints , 0.06396
insertPoints , 2.38714
findPoints , 0.07593
insertPoints , 3.65048
findPoints , 0.17349
insertPoints , 2.83868
findPoints , 0.06488
insertPoints , 2.10774
findPoints , 0.08806
insertPoints , 1.74641
findPoints , 1.01467
insertPoints , 1.5152
findPoints , 0.05634
insertPoints , 1.33178
findPoints , 0.06679
insertPoints , 1.43214
findPoints , 0.06246
insertPoints , 1.29558
findPoints , 0.05837
insertPoints , 1.40339
findPoints , 0.05715
insertPoints , 1.28759
findPoints , 0.05904
insertPoints , 1.345
findPoints , 0.05638
insertPoints , 1.4965
findPoints , 0.07749
insertPoints , 1.89211
findPoints , 0.06155
insertPoints , 1.32421
findPoints , 0.05908
insertPoints , 3.01449
findPoints , 0.10394
insertPoints , 2.89498
findPoints , 0.15643
insertPoints , 2.02173
findPoints , 0.063
insertPoints , 1.64392
findPoints , 0.08608
insertPoints , 2.07543
findPoints , 0.05795
insertPoints , 1.45614
findPoints , 0.06996
insertPoints , 2.73882
findPoints , 0.13193
insertPoints , 3.13352
findPoints , 0.07944
insertPoints , 3.35121
findPoints , 0.14224
insertPoints , 2.31818
findPoints , 0.06768
insertPoints , 1.75564
findPoints , 0.09457
insertPoints , 2.82807
findPoints , 0.10432
insertPoints , 2.52738
findPoints , 0.10426
insertPoints , 2.33366
findPoints , 0.11126
insertPoints , 3.16957
findPoints , 0.07447
insertPoints , 3.11604
findPoints , 0.103
insertPoints , 3.39891
findPoints , 0.18892
insertPoints , 3.06881
findPoints , 0.17135
insertPoints , 2.28059
findPoints , 0.06466
insertPoints , 2.21258
findPoints , 0.07258
insertPoints , 2.09276
findPoints , 0.07029
insertPoints , 1.92128
findPoints , 0.06487
insertPoints , 1.48503
findPoints , 0.07361
insertPoints , 1.91646
findPoints , 0.10085
insertPoints , 2.3386
findPoints , 0.07507
insertPoints , 2.43263
findPoints , 0.14327
insertPoints , 3.52993
findPoints , 0.12134
insertPoints , 3.82472
findPoints , 0.16433
insertPoints , 3.35767
findPoints , 0.09541
insertPoints , 1.97957
findPoints , 0.06452
insertPoints , 2.41225
findPoints , 0.08037
insertPoints , 2.2098
findPoints , 0.07381
insertPoints , 2.10313
findPoints , 0.06448
insertPoints , 1.45468
findPoints , 0.0683
insertPoints , 1.33759
findPoints , 0.05891
insertPoints , 1.43253
findPoints , 0.05931
insertPoints , 1.35739
findPoints , 0.07111
insertPoints , 1.41274
findPoints , 0.04937
insertPoints , 1.33205
findPoints , 0.06002
insertPoints , 1.42644
findPoints , 0.06492
insertPoints , 1.83656
findPoints , 0.07226
insertPoints , 1.47377
findPoints , 0.05914
insertPoints , 1.32302
findPoints , 0.06405
insertPoints , 1.28299
findPoints , 0.06043
insertPoints , 1.30909
findPoints , 0.11483
insertPoints , 1.66357
findPoints , 0.06637
insertPoints , 1.43552
findPoints , 0.06013
insertPoints , 1.54484
findPoints , 0.07351
insertPoints , 1.76688
findPoints , 0.06375
insertPoints , 1.4033
findPoints , 0.06114
insertPoints , 1.29439
findPoints , 0.06928
insertPoints , 1.31551
findPoints , 0.06082
insertPoints , 2.37257
findPoints , 0.16297
insertPoints , 1.65945
findPoints , 0.06627
insertPoints , 1.3632
findPoints , 0.0646
insertPoints , 1.44395
findPoints , 0.05766
insertPoints , 1.58681
findPoints , 0.06417
insertPoints , 1.31135
findPoints , 0.04862
insertPoints , 1.39018
findPoints , 0.07312
